entity_id,name,normalized_name,entity_type,doc_id,chunk_id,confidence,evidence
ENT-91ad75612e01239039bf,Missouri,missouri,location,DOC036,DOC036-C0207,0.92,Missouri Comprehensive Conservation Strategy | 436 Ozark Highlands FLA Special Values and Public Benefits: The Ozark Highlands FLA consists of Missouri ’s largest block of contiguous forestland located within the Ozark Highland
ENT-15852b747edec47252f6,Missouri,missouri,location,DOC036,DOC036-C0208,0.92,Missouri.
ENT-9e1777897b362b7dbd89,Missouri,missouri,location,DOC036,DOC036-C0209,0.92,Missouri Comprehensive Conservation Strategy | 439 Priority Forest Landscapes Counties Focal Public/Protected Lands Gasconade River Hills Pulaski Maries Dent Phelps Texas Wright Laclede Houston/Rolla Ranger District3 Fort Leonar
ENT-e34aba71dc7ab957464d,Missouri,missouri,location,DOC036,DOC036-C0210,0.92,Protect unique natural features and SOCCs in this area Missouri Comprehensive Conservation Strategy | 441 White River Hills Forest Legacy Area White River Hills FLA Location: White River Hills FLA is also in the Ozark Highlands but is concentrated in the southwestern corner of the s
ENT-0478c85bc4414733e3c4,Missouri,missouri,location,DOC036,DOC036-C0211,0.92,Missouri Comprehensive Conservation Strategy | 443 industry is not as significant here as in the remainder of the Ozark Highlands.
ENT-a649b77edb8417311c47,Missouri,missouri,location,DOC036,DOC036-C0212,0.92,Missouri’s forests and other habitat types and to provide ideas regarding how Missouri’s conservation community can work together to address the se ideas as effectively as possible.
ENT-462b4fd12c2d8a30bbf8,Missouri,missouri,location,DOC036,DOC036-C0213,0.92,Missouri d oes not utilize a formal FLP “call for proposals ” or Forest Legacy Application.
ENT-dccb3cedfd6e14631ec2,Missouri,missouri,location,DOC036,DOC036-C0214,0.92,Missouri Comprehensive Conservation Strategy | 448 Cropland (acres)____________ Pasture (acres) ________ Forested (acres) ____________ River/Stream (feet) _________ Lakes/Ponds (acres) ________ Caves (number) ________ Springs (n
ENT-23f3db45a5328ca121d8,Missouri,missouri,location,DOC036,DOC036-C0215,0.92,"Missouri Comprehensive Conservation Strategy | 451 An aerial view showing boundary of the tract A plat map showing location of the tract Provide pictures of significant buildings, structures, habitats, or other features that wou"
ENT-365f325c7f452d5f3e25,Missouri,missouri,location,DOC036,DOC036-C0216,0.92,Missouri Comprehensive Conservation Strategy | 453 Appendix D-4 Missouri’s Forest Legacy Parcel Evaluation Criteria These criteria and the corresponding score sheet will only be utilized if the Missouri Department of Conservatio
ENT-7c31edb0d33c691d2897,Missouri,missouri,location,DOC036,DOC036-C0217,0.92,Parcel contains or is within close proximity to a site listed on the Missouri Heritage Database •
ENT-ca93b5f06066c782f10a,Missouri,missouri,location,DOC036,DOC036-C0218,0.92,Parcel contains a remnant of a diminishing forest type in Missouri •
ENT-1acf355a852d1693596a,Missouri,missouri,location,DOC036,DOC036-C0219,0.92,Missouri Integrated Aquatic Database Invertebrate and Index of Biotic Integrity Data •
ENT-59857eb6fac4590e8aac,Missouri,missouri,location,DOC036,DOC036-C0220,0.92,( Note: Missouri Comprehensive Conservation Strategy | 462 The Team is encouraged to track accomplishments throughout the year to ease in compiling this final report.) f.
ENT-9516d218527688788fc7,Missouri,missouri,location,DOC036,DOC036-C0221,0.92,"(Note: The Team is encouraged to track accomplishments throughout the year to ease in compiling this final report.) Missouri Comprehensive Conservation Strategy | 464 Appendix G: Forestry Analysis Theme Case Studies Background: Given that Section Three covers Missouri’s complete suite of natural communities (i.e., not just forests and woodlan"
ENT-d94020aa61019bb2b28f,Missouri,missouri,location,DOC036,DOC036-C0222,0.92,"Missouri Forest By 10 Year Age Groups 1989 & 2018 1989 All Forest 2018 All Forest Figure G.1.1 – Forest Area by 10-Year Age Groups (%), 1989 and 2018 Missouri Comprehensive Conservation Strategy | 465 Figure G.1.2 – Timberland b"
ENT-f8b101629efd0342bbdd,Missouri,missouri,location,DOC036,DOC036-C0223,0.92,Missouri.
ENT-f9df3d56a48696c7dc68,Missouri,missouri,location,DOC036,DOC036-C0224,0.92,Missouri Comprehensive Conservation Strategy | 470 widely between wet and dry conditions.
ENT-f15d51c6551aa751f251,Missouri,missouri,location,DOC036,DOC036-C0225,0.92,"Missouri has no current infestations, small spongy moth populations were found in both Dent and Taney counties in the 1990s."
ENT-cb654b3a118b28e392c9,Missouri,missouri,location,DOC036,DOC036-C0226,0.92,Missouri Center for Agroforestry through the Tree Improvement Program Cooperative Agreement funded by MDC.
ENT-91d0f9af7e53e231fcfb,Missouri,missouri,location,DOC036,DOC036-C0227,0.92,Missouri Comprehensive Conservation Strategy | 477 Taxa Scientific Name Common Name Federal Status State Rank Characteristic Species Primary Habitat Secondary Habitat Plant Carex prasina Drooping sedge – S1 – Forest – Plant Care
ENT-bdc68139aba09c73ce96,Missouri,missouri,location,DOC036,DOC036-C0228,0.92,Missouri Comprehensive Conservation Strategy | 481 Taxa Scientific Name Common Name Federal Status State Rank Characteristic Species Primary Habitat Secondary Habitat Plant Dirca decipiens Leatherwood – SU – Forest (Bottomland F
ENT-6383cca243e86a59f3c8,Missouri,missouri,location,DOC036,DOC036-C0229,0.92,Missouri Comprehensive Conservation Strategy | 485 Taxa Scientific Name Common Name Federal Status State Rank Characteristic Species Primary Habitat Secondary Habitat Plant Carex buxbaumii Brown bog sedge – S2 – Grassland/Prairi
ENT-1382b3744daecbfa2ff4,Missouri,missouri,location,DOC036,DOC036-C0230,0.92,Missouri Comprehensive Conservation Strategy | 488 Taxa Scientific Name Common Name Federal Status State Rank Characteristic Species Primary Habitat Secondary Habitat Plant Sabatia brachiata Narrow-leaved marsh pink – S1 – Savan
ENT-c079882890b93ea1b928,Missouri,missouri,location,DOC036,DOC036-C0231,0.92,Missouri Comprehensive Conservation Strategy | 492 Taxa Scientific Name Common Name Federal Status State Rank Characteristic Species Primary Habitat Secondary Habitat Plant Carex gigantea Large sedge – S1S2 – Wetland (Swamp) For
ENT-60433956639e0d6963ba,Missouri,missouri,location,DOC036,DOC036-C0232,0.92,Missouri tarantula – – X Glade – Arachnids Centruroides vittatus Striped bark scorpion – – X Glade – Crustaceans Bactrurus hubrichti Sword-tail cave amphipod – S1 – Caves/Karst – Missouri Comprehensive Conservation Strategy | 49
ENT-46e7b8b96e11368a6b4c,Missouri,missouri,location,DOC036,DOC036-C0233,0.92,Missouri Comprehensive Conservation Strategy | 500 Taxa Scientific Name Common Name Federal Status State Rank Characteristic Species Primary Habitat Secondary Habitat Insects Hesperia ottoe Ottoe skipper – S1 – Grassland – Insec
ENT-0a8f0a3093fdc86b9478,Missouri,missouri,location,DOC036,DOC036-C0234,0.92,Missouri Comprehensive Conservation Strategy | 503 Taxa Scientific Name Common Name Federal Status State Rank Characteristic Species Primary Habitat Secondary Habitat Insects Calephelis muticum Swamp metalmark – S3 X Wetland (Fe
ENT-3c503b5d184704d25887,Missouri,missouri,location,DOC036,DOC036-C0235,0.92,Missouri Comprehensive Conservation Strategy | 507 Taxa Scientific Name Common Name Federal Status State Rank Characteristic Species Primary Habitat Secondary Habitat Fish Moxostoma carinatum River redhorse – – X Rivers/Streams
ENT-15489ed1d113b3a590a2,Missouri,missouri,location,DOC036,DOC036-C0236,0.92,Missouri Comprehensive Conservation Strategy | 510 Taxa Scientific Name Common Name Federal Status State Rank Characteristic Species Primary Habitat Secondary Habitat Fish Ammocrypta vivax Scaly sand darter – S3 X Rivers/Streams
ENT-8e2049e782cf26f4298d,Missouri,missouri,location,DOC036,DOC036-C0237,0.92,Missouri Comprehensive Conservation Strategy | 514 Taxa Scientific Name Common Name Federal Status State Rank Characteristic Species Primary Habitat Secondary Habitat Reptiles Storeria occiptomaculata occipitomaculata Northern r
ENT-b40a56d66f1de49fd90a,Missouri,missouri,location,DOC036,DOC036-C0238,0.92,Missouri Comprehensive Conservation Strategy | 518 Taxa Scientific Name Common Name Federal Status State Rank Characteristic Species Primary Habitat Secondary Habitat Birds Asio flammeus Short-eared owl – S2 X Grassland/Prairie
ENT-e0ef62f848aa3af694de,Missouri,missouri,location,DOC036,DOC036-C0239,0.92,Missouri Comprehensive Conservation Strategy | 522 Taxa Scientific Name Common Name Federal Status State Rank Characteristic Species Primary Habitat Secondary Habitat Mammals Myotis septentrionalis Northern myotis (N.
ENT-b8959ff722ec7c9fb06c,Missouri,missouri,location,DOC036,DOC036-C0240,0.92,"Missouri Comprehensive Conservation Strategy | 525 CHI Model for Dolomite Glade Site Name: Sampling Date: Evaluator(s): Directions First, identify the boundaries of the community unit in ArcGIS."
ENT-6e6751e66da216187670,Missouri,missouri,location,DOC036,DOC036-C0241,0.92,Missouri black-eyed Susan 5 Schizachyrium scoparium Little bluestem 4 Scutellaria parvula Small skullcap 4 Silphium integrifolium Rosinweed 5 Silphium terebinthinaceum Prairie dock 5 Sisyrinchium campestre Prairie blue-eyed gras
ENT-8319ef73c63d29cac36f,Missouri,missouri,location,DOC036,DOC036-C0242,0.92,"Missouri Comprehensive Conservation Strategy | 532 (IIIc) Presence of bird species (see list below, 15 total) heard or seen during breeding season safe dates and times: Blue-gray Gnatcatcher Blue-winged Warbler Chipping Sparrow"
ENT-a40897d3c23b9db7213e,Missouri,missouri,location,DOC036,DOC036-C0243,0.92,Missouri.
ENT-41b9408ba99f3fdff17d,Missouri,missouri,location,DOC036,DOC036-C0244,0.92,"Missouri Comprehensive Conservation Strategy | 537 Brody, S.D., S."
ENT-18a4c148b6a5c96d5178,Missouri,missouri,location,DOC036,DOC036-C0245,0.92,Missouri.
ENT-7c63b690f8561514c902,Missouri,missouri,location,DOC036,DOC036-C0246,0.92,Missouri.
ENT-8a10ed50554918136838,Missouri,missouri,location,DOC036,DOC036-C0247,0.92,"Missouri Ozark fens: Soils, geomorphology, hydrogeoloic-ecological settings and vegetation communities."
ENT-2f027d2bb3d99fb68257,Missouri,missouri,location,DOC036,DOC036-C0248,0.92,"Missouri Comprehensive Conservation Strategy | 545 Houghton, R.A., 1999."
ENT-0069ee31effcce4a9e9c,Missouri,missouri,location,DOC036,DOC036-C0249,0.92,"Missouri Comprehensive Conservation Strategy | 547 Knight, K.W., R.C."
ENT-ef6567e1c89de0d87cac,Missouri,missouri,location,DOC036,DOC036-C0250,0.92,Missouri flora for floristic quality assessment.
ENT-9a4fba69769b1db8f33b,Missouri,missouri,location,DOC036,DOC036-C0251,0.92,Missouri’s freshwater mussels.
ENT-9da4be6f5b16c8240b76,Missouri,missouri,location,DOC036,DOC036-C0252,0.92,Missouri Comprehensive Conservation Strategy | 553 National Park Service.
ENT-11bf4065c257524cee05,Missouri,missouri,location,DOC036,DOC036-C0253,0.92,Missouri.
ENT-90ede302ba6767bb3b90,Missouri,missouri,location,DOC036,DOC036-C0254,0.92,Missouri.
ENT-e0ac99224e88352a7617,Missouri,missouri,location,DOC036,DOC036-C0255,0.92,"Missouri, 1972."
ENT-ae4740420781d3cb4a1d,Missouri,missouri,location,DOC036,DOC036-C0256,0.92,"Missouri Comprehensive Conservation Strategy | 560 Tonietto, R., J."
ENT-402249f5caed3af277bc,Missouri,missouri,location,DOC036,DOC036-C0257,0.92,Missouri.
ENT-f7b7797fa3bcab7061a1,Missouri,missouri,location,DOC036,DOC036-C0258,0.92,"Missouri Comprehensive Conservation Strategy | 564 Wilcox, K.R."
ENT-4e5898f885a046a22d67,Missouri River,missouri river,location,DOC001,DOC001-C0022,0.92,"Missouri River Bird Observatory (MRBO) for outreach and contin - ued effectiveness monitoring of grassland-dependent bird species, and observing species response to on - going grassland management."
ENT-d6c1b319c3bc9fd8d4b4,Missouri River,missouri river,location,DOC001,DOC001-C0030,0.92,Missouri River from the Iowa state line to south of St.
ENT-f45c3b530cc0078d1032,Missouri River,missouri river,location,DOC001,DOC001-C0031,0.92,Missouri River.
ENT-2be06979e9a98307bfc6,Missouri River,missouri river,location,DOC001,DOC001-C0040,0.92,Missouri River Hills is another priority geography that holds the largest contiguous tract of forests and woodlands in Missouri north of the Mis - souri River.
ENT-2cace4c1d26f4d1a168b,Missouri River,missouri river,location,DOC001,DOC001-C0051,0.92,Missouri River Hills Priority Geography.
ENT-30b1d03f17da93e6980f,Missouri River,missouri river,location,DOC001,DOC001-C0066,0.92,"Missouri River dissects the state into north and south, and the Mississippi River runs along the state’s eastern border."
ENT-c6218538ad21d0ec4e1d,Missouri River,missouri river,location,DOC001,DOC001-C0072,0.92,"Missouri River, in Missouri, was once a turbid, braided, and unruly river."
ENT-47b346b62b5c6606c196,Missouri River,missouri river,location,DOC001,DOC001-C0073,0.92,Missouri River.
ENT-0f4f697cd39a11f951d8,Missouri River,missouri river,location,DOC002,DOC002-C0001,0.92,Missouri River Source: USGS Prepared by: Missouri Department of Natural Resources P.O.
ENT-883c911c46fc287c9b9f,Missouri River,missouri river,location,DOC002,DOC002-C0007,0.92,"Missouri River Flood Risk and Resiliency Study) to promote wetland enhancement, rehabilitation, and restoration."
ENT-456ee02ab1448dc05b51,Missouri River,missouri river,location,DOC002,DOC002-C0008,0.92,"Missouri River Flood Risk and Resiliency Study) to promote wetland enhancement, rehabilitation, and restoration."
ENT-798fbf30d9a13df67eba,Missouri River,missouri river,location,DOC007,DOC007-C0006,0.92,Missouri River Breaks on Charles M.
ENT-b0c575ae2f705fa42a71,Missouri River,missouri river,location,DOC008,DOC008-C0006,0.92,Missouri River Breaks on Charles M.
ENT-00e8a3c7ee708a106658,Missouri River,missouri river,location,DOC012,DOC012-C0004,0.92,"Missouri River; Ohio River; Tennessee and Cumberland Rivers; and Arkansas, Red, and White Rivers), the U.S."
ENT-6c2ea90931e432b602ae,Missouri River,missouri river,location,DOC012,DOC012-C0005,0.92,"Missouri River; Ohio River; Tennessee and Cumberland Rivers; and Arkansas, Red, and White Rivers), the U.S."
ENT-1e38301fdd40deddb753,Missouri River,missouri river,location,DOC012,DOC012-C0009,0.92,"Missouri River, in backwaters of the Illinois River, and at Mallard Lake near St."
ENT-8d29ed66d27fc98330cf,Missouri River,missouri river,location,DOC012,DOC012-C0019,0.92,"Missouri River: Environmental Biology of Fishes, v."
ENT-bda54c28196dcb529a68,Missouri River,missouri river,location,DOC012,DOC012-C0024,0.92,"Missouri River at Easley, Missouri, USA, chap."
ENT-890e79cea39a25d98ebe,Missouri River,missouri river,location,DOC012,DOC012-C0027,0.92,"Missouri River, USA: PLoS One, v."
